home_ownership,annual_inc,loan_amount,loan_condition
MORTGAGE,37800,7200,Good Loan
RENT,82000,22200,Good Loan
OWN,135000,20000,Good Loan
OWN,65000,4400,Good Loan
MORTGAGE,41000,6400,Good Loan
RENT,12000,1600,Bad Loan
RENT,56400,20000,Good Loan
MORTGAGE,135000,21000,Good Loan
MORTGAGE,65000,12000,Good Loan
RENT,93600,18000,Good Loan
RENT,50000,20000,Good Loan
MORTGAGE,65000,8000,Good Loan
MORTGAGE,78500,6000,Good Loan
MORTGAGE,70000,14000,Good Loan
MORTGAGE,60000,8000,Good Loan
RENT,30000,14125,Good Loan
RENT,118000,7000,Good Loan
MORTGAGE,200000,25000,Good Loan
RENT,31200,2400,Good Loan
RENT,41000,7000,Good Loan
RENT,31000,9200,Good Loan
MORTGAGE,90000,20000,Good Loan
MORTGAGE,54000,15000,Bad Loan
MORTGAGE,186000,3700,Good Loan
MORTGAGE,55000,12800,Good Loan
RENT,67000,3600,Good Loan
RENT,30000,15000,Good Loan
RENT,36000,3600,Good Loan
OWN,40000,9000,Good Loan
OWN,69000,6800,Good Loan
RENT,38400,10000,Good Loan
RENT,65000,20000,Good Loan
MORTGAGE,73200,20500,Bad Loan
RENT,33804,3000,Bad Loan
MORTGAGE,150000,16000,Good Loan
RENT,50000,10000,Good Loan
RENT,192000,8000,Good Loan
MORTGAGE,60000,8850,Good Loan
MORTGAGE,65000,16500,Good Loan
RENT,26400,8000,Bad Loan
MORTGAGE,48383,18225,Good Loan
MORTGAGE,58000,25000,Good Loan
RENT,62000,10400,Good Loan
MORTGAGE,120000,14500,Good Loan
MORTGAGE,69610,12000,Good Loan
RENT,59126,8000,Good Loan
RENT,92000,21000,Bad Loan
RENT,61200,7150,Good Loan
MORTGAGE,45000,12000,Bad Loan
MORTGAGE,138600,12000,Good Loan
MORTGAGE,157544,35000,Good Loan
MORTGAGE,62400,1000,Good Loan
MORTGAGE,94940,2000,Good Loan
RENT,25000,6000,Good Loan
MORTGAGE,56700,13000,Good Loan
MORTGAGE,60000,7800,Good Loan
MORTGAGE,370008,35000,Good Loan
MORTGAGE,105000,30000,Good Loan
MORTGAGE,60000,8500,Bad Loan
MORTGAGE,85000,16000,Good Loan
RENT,65000,5000,Bad Loan
MORTGAGE,98000,14500,Good Loan
MORTGAGE,42000,14400,Good Loan
RENT,84996,10000,Bad Loan
MORTGAGE,94342,2400,Good Loan
MORTGAGE,45000,5800,Good Loan
MORTGAGE,56000,15000,Good Loan
MORTGAGE,63000,4400,Good Loan
RENT,38000,10500,Good Loan
MORTGAGE,65000,18825,Bad Loan
MORTGAGE,38000,5000,Good Loan
RENT,30000,6500,Good Loan
RENT,56000,20000,Good Loan
MORTGAGE,90000,12000,Good Loan
MORTGAGE,125000,29700,Good Loan
RENT,60000,3000,Bad Loan
MORTGAGE,250000,15000,Good Loan
RENT,120000,35000,Bad Loan
OWN,50000,8300,Bad Loan
MORTGAGE,127000,30000,Bad Loan
RENT,20000,3625,Good Loan
RENT,50052,5500,Good Loan
MORTGAGE,66000,3000,Good Loan
MORTGAGE,130000,24800,Good Loan
RENT,42504,7200,Good Loan
RENT,30000,10600,Good Loan
OWN,28800,12000,Good Loan
RENT,83000,25000,Good Loan
RENT,131000,30000,Good Loan
MORTGAGE,112224,25000,Good Loan
MORTGAGE,50000,8000,Bad Loan
MORTGAGE,157000,28000,Good Loan
MORTGAGE,75996,17000,Good Loan
MORTGAGE,77000,20950,Bad Loan
RENT,46704,9000,Good Loan
MORTGAGE,55000,11400,Bad Loan
RENT,32000,8000,Good Loan
RENT,66000,4500,Bad Loan
MORTGAGE,65000,3600,Good Loan
RENT,70000,35000,Good Loan
RENT,52000,23675,Good Loan
RENT,34800,7000,Bad Loan
MORTGAGE,80000,5000,Good Loan
RENT,28800,7000,Good Loan
RENT,41520,16000,Good Loan
RENT,105000,30000,Good Loan
MORTGAGE,258000,28000,Good Loan
MORTGAGE,42000,7775,Good Loan
MORTGAGE,225000,35000,Good Loan
RENT,37000,16400,Bad Loan
RENT,42000,12000,Good Loan
MORTGAGE,120000,14000,Good Loan
MORTGAGE,81600,7200,Good Loan
MORTGAGE,108000,21600,Good Loan
MORTGAGE,36000,13500,Bad Loan
RENT,52872,29100,Good Loan
MORTGAGE,53800,6000,Good Loan
RENT,36000,7500,Good Loan
MORTGAGE,35000,10225,Good Loan
OWN,27000,4800,Bad Loan
MORTGAGE,120000,8575,Good Loan
RENT,18000,3600,Good Loan
MORTGAGE,163008,10000,Good Loan
MORTGAGE,65000,25000,Good Loan
OWN,103000,30000,Bad Loan
RENT,72000,35000,Good Loan
MORTGAGE,49000,9600,Good Loan
MORTGAGE,44582,5600,Good Loan
RENT,65000,13000,Good Loan
RENT,34500,12000,Good Loan
RENT,65000,5000,Good Loan
MORTGAGE,75000,7200,Good Loan
MORTGAGE,123000,10000,Good Loan
MORTGAGE,68000,8000,Good Loan
RENT,32400,11000,Good Loan
OWN,48000,1600,Good Loan
MORTGAGE,118000,35000,Good Loan
MORTGAGE,28800,10625,Good Loan
MORTGAGE,46000,6000,Good Loan
RENT,27800,6800,Good Loan
OWN,63000,12600,Good Loan
MORTGAGE,55000,18225,Good Loan
MORTGAGE,73000,14000,Good Loan
MORTGAGE,70000,6800,Good Loan
MORTGAGE,104000,35000,Good Loan
RENT,104000,35000,Good Loan
MORTGAGE,32000,6000,Good Loan
RENT,130000,16000,Good Loan
RENT,39000,1500,Good Loan
RENT,40000,24000,Good Loan
RENT,75000,16000,Good Loan
MORTGAGE,48000,4300,Good Loan
MORTGAGE,54000,5000,Good Loan
MORTGAGE,135000,25000,Good Loan
MORTGAGE,40896,23675,Good Loan
MORTGAGE,58000,11600,Good Loan
MORTGAGE,90000,14000,Bad Loan
RENT,39750,7250,Good Loan
RENT,24000,1000,Bad Loan
MORTGAGE,50004,5000,Good Loan
RENT,57500,2400,Good Loan
MORTGAGE,80000,12500,Bad Loan
MORTGAGE,130000,6500,Good Loan
RENT,39000,14125,Good Loan
RENT,24000,5500,Good Loan
RENT,50000,12000,Good Loan
RENT,300000,33500,Bad Loan
MORTGAGE,75000,8500,Good Loan
MORTGAGE,90000,6400,Good Loan
RENT,65000,4800,Bad Loan
MORTGAGE,225000,30000,Good Loan
RENT,60000,5000,Good Loan
RENT,33600,5000,Good Loan
MORTGAGE,70000,4800,Good Loan
RENT,55000,10000,Good Loan
MORTGAGE,54000,6500,Bad Loan
RENT,38000,10000,Good Loan
RENT,65000,4000,Good Loan
RENT,76000,3400,Good Loan
RENT,31200,6000,Good Loan
MORTGAGE,72252,8000,Good Loan
RENT,72000,12000,Good Loan
MORTGAGE,85000,7500,Good Loan
MORTGAGE,32000,2000,Good Loan
RENT,48000,14000,Good Loan
RENT,15600,5000,Good Loan
MORTGAGE,75000,3000,Good Loan
RENT,34800,5000,Good Loan
RENT,64000,13000,Good Loan
RENT,30000,8000,Good Loan
RENT,42000,5000,Good Loan
RENT,75000,14000,Good Loan
RENT,18835,6000,Bad Loan
RENT,55000,12300,Good Loan
MORTGAGE,24960,2000,Good Loan
RENT,14400,3000,Good Loan
MORTGAGE,125000,8800,Good Loan
RENT,54996,30000,Good Loan
MORTGAGE,76000,20000,Good Loan
MORTGAGE,140000,5000,Good Loan
OWN,9600,1200,Good Loan
RENT,21600,1600,Good Loan
RENT,24000,1500,Good Loan
RENT,40800,9000,Good Loan
OWN,75000,11000,Good Loan
RENT,91500,7500,Bad Loan
RENT,32000,1500,Good Loan
RENT,30720,3500,Good Loan
RENT,50000,17000,Good Loan
MORTGAGE,45000,3250,Good Loan
OWN,40000,5000,Good Loan
RENT,63500,14000,Good Loan
MORTGAGE,96000,3000,Good Loan
RENT,38000,8500,Good Loan
MORTGAGE,90000,21000,Good Loan
MORTGAGE,45600,7500,Good Loan
RENT,36000,2400,Good Loan
MORTGAGE,63000,20000,Good Loan
RENT,43000,13800,Good Loan
RENT,50000,8000,Good Loan
MORTGAGE,80000,12000,Good Loan
MORTGAGE,75000,5800,Good Loan
RENT,116664,8000,Good Loan
RENT,70000,24000,Good Loan
MORTGAGE,100000,15000,Good Loan
RENT,60000,12000,Good Loan
RENT,51000,4000,Bad Loan
RENT,315600,14000,Good Loan
RENT,72500,12000,Good Loan
MORTGAGE,82500,12000,Good Loan
OWN,120000,10000,Good Loan
RENT,60000,9600,Bad Loan
MORTGAGE,275000,30000,Good Loan
RENT,26400,2500,Good Loan
RENT,50400,10800,Good Loan
RENT,48000,2250,Bad Loan
MORTGAGE,54000,5500,Good Loan
MORTGAGE,57882,34475,Good Loan
MORTGAGE,65196,9900,Good Loan
MORTGAGE,90000,18000,Good Loan
MORTGAGE,123000,25000,Good Loan
MORTGAGE,105000,12000,Good Loan
MORTGAGE,72000,16000,Good Loan
MORTGAGE,40000,4000,Bad Loan
RENT,40000,8000,Good Loan
MORTGAGE,85800,18900,Good Loan
RENT,30000,22750,Bad Loan
RENT,47000,8800,Good Loan
RENT,87000,10400,Good Loan
MORTGAGE,120422,14000,Good Loan
MORTGAGE,45600,4000,Good Loan
MORTGAGE,57600,9000,Good Loan
RENT,73329,25000,Good Loan
RENT,24000,8000,Good Loan
MORTGAGE,94000,4800,Good Loan
MORTGAGE,72000,12000,Good Loan
MORTGAGE,96682,25000,Good Loan
RENT,65000,5200,Good Loan
MORTGAGE,70000,10000,Good Loan
MORTGAGE,70000,9750,Good Loan
MORTGAGE,96000,25000,Good Loan
RENT,70150,21600,Good Loan
MORTGAGE,42000,8000,Good Loan
MORTGAGE,145000,7000,Good Loan
RENT,48000,8000,Good Loan
RENT,48000,9000,Good Loan
MORTGAGE,135000,12000,Good Loan
MORTGAGE,48000,2500,Good Loan
RENT,32004,2500,Bad Loan
RENT,85000,25000,Good Loan
RENT,92000,35000,Bad Loan
MORTGAGE,150000,35000,Bad Loan
RENT,85000,9600,Good Loan
MORTGAGE,84000,15000,Good Loan
MORTGAGE,85000,35000,Good Loan
RENT,75000,10000,Good Loan
MORTGAGE,74000,12100,Good Loan
MORTGAGE,32400,4200,Bad Loan
RENT,60000,8400,Good Loan
MORTGAGE,37000,8400,Good Loan
MORTGAGE,54492,12000,Good Loan
MORTGAGE,70000,3000,Good Loan
RENT,100000,7600,Good Loan
RENT,80000,18000,Good Loan
RENT,94404,4000,Good Loan
MORTGAGE,84000,10000,Good Loan
MORTGAGE,200000,24000,Good Loan
MORTGAGE,48000,3500,Good Loan
MORTGAGE,50000,24250,Good Loan
RENT,80000,7800,Good Loan
MORTGAGE,59750,21000,Good Loan
MORTGAGE,280000,21600,Good Loan
MORTGAGE,200000,35000,Good Loan
MORTGAGE,54000,10000,Good Loan
MORTGAGE,200000,21000,Good Loan
RENT,53000,6000,Bad Loan
RENT,38400,5000,Good Loan
RENT,70000,3600,Good Loan
MORTGAGE,84000,15000,Good Loan
MORTGAGE,55000,5000,Good Loan
OWN,50000,18800,Bad Loan
MORTGAGE,39996,19600,Good Loan
RENT,65000,10000,Good Loan
MORTGAGE,202000,28000,Good Loan
MORTGAGE,108717,16000,Good Loan
MORTGAGE,89000,10800,Good Loan
MORTGAGE,97000,35000,Good Loan
MORTGAGE,140000,12000,Good Loan
MORTGAGE,70000,15000,Good Loan
RENT,65000,22000,Bad Loan
RENT,60000,4200,Bad Loan
RENT,50000,7200,Good Loan
RENT,24000,1325,Bad Loan
MORTGAGE,62000,8500,Good Loan
MORTGAGE,100000,15000,Good Loan
MORTGAGE,74000,20000,Good Loan
RENT,46000,8700,Good Loan
RENT,30000,7000,Good Loan
RENT,28000,6000,Bad Loan
RENT,38400,4000,Good Loan
RENT,33600,9600,Good Loan
RENT,32000,8575,Good Loan
RENT,65000,7000,Good Loan
MORTGAGE,80000,11000,Good Loan
RENT,42000,8000,Good Loan
MORTGAGE,116000,18000,Good Loan
MORTGAGE,37080,12000,Good Loan
OWN,55000,10000,Good Loan
MORTGAGE,55000,6500,Good Loan
MORTGAGE,90000,7000,Good Loan
RENT,35832,4000,Bad Loan
RENT,80000,3500,Good Loan
RENT,54000,12000,Good Loan
MORTGAGE,96000,13000,Good Loan
RENT,80000,18000,Good Loan
RENT,32000,1900,Good Loan
RENT,59000,5500,Good Loan
OWN,35000,10000,Good Loan
RENT,70000,8000,Good Loan
MORTGAGE,54000,6000,Good Loan
RENT,67300,13800,Good Loan
RENT,56400,7400,Good Loan
MORTGAGE,54000,1400,Good Loan
RENT,63552,6000,Good Loan
OWN,36185,12000,Good Loan
RENT,55182,6000,Good Loan
OWN,85000,30000,Good Loan
RENT,47900,8000,Good Loan
RENT,41000,15000,Good Loan
MORTGAGE,85000,6000,Good Loan
OWN,25000,9175,Good Loan
MORTGAGE,64000,6000,Good Loan
RENT,82000,12000,Good Loan
MORTGAGE,90000,15000,Good Loan
RENT,111996,12000,Good Loan
MORTGAGE,55000,8025,Bad Loan
MORTGAGE,60204,10000,Good Loan
MORTGAGE,52000,6000,Good Loan
MORTGAGE,90000,35000,Good Loan
RENT,74250,3000,Good Loan
RENT,48000,10000,Good Loan
RENT,20000,6350,Good Loan
OWN,50000,5125,Good Loan
RENT,15000,4750,Good Loan
RENT,101040,7000,Good Loan
MORTGAGE,68000,11500,Good Loan
MORTGAGE,36000,12000,Bad Loan
RENT,30000,1400,Good Loan
RENT,60000,7000,Good Loan
MORTGAGE,145000,21000,Good Loan
RENT,62900,13775,Good Loan
MORTGAGE,86748,10000,Good Loan
RENT,33996,1500,Good Loan
MORTGAGE,85000,30000,Good Loan
MORTGAGE,32678,3075,Good Loan
RENT,52000,5000,Good Loan
MORTGAGE,82000,20000,Good Loan
MORTGAGE,164000,35000,Good Loan
RENT,52000,5000,Good Loan
MORTGAGE,40000,8000,Bad Loan
OWN,21600,4200,Good Loan
MORTGAGE,120000,15000,Bad Loan
RENT,32000,12600,Good Loan
MORTGAGE,100000,12000,Good Loan
MORTGAGE,78000,30000,Bad Loan
MORTGAGE,46551,5000,Good Loan
RENT,36000,1200,Good Loan
RENT,24000,4400,Good Loan
MORTGAGE,36000,15000,Good Loan
RENT,45000,7000,Good Loan
MORTGAGE,150000,20200,Good Loan
RENT,18000,4000,Bad Loan
RENT,55438,19400,Good Loan
RENT,45000,7500,Good Loan
MORTGAGE,44000,11200,Good Loan
RENT,39000,2500,Bad Loan
RENT,100300,24000,Good Loan
MORTGAGE,97500,8000,Good Loan
MORTGAGE,45000,5000,Bad Loan
MORTGAGE,63000,8575,Good Loan
MORTGAGE,200000,4800,Good Loan
MORTGAGE,130000,35000,Good Loan
RENT,30000,10625,Good Loan
RENT,70000,15000,Good Loan
MORTGAGE,95610,6000,Good Loan
MORTGAGE,117000,30000,Bad Loan
MORTGAGE,49000,4000,Bad Loan
MORTGAGE,48000,15000,Bad Loan
RENT,56950,28000,Good Loan
MORTGAGE,128000,6000,Good Loan
RENT,65000,8400,Good Loan
RENT,150000,18400,Good Loan
RENT,66072,2500,Bad Loan
MORTGAGE,185000,28000,Good Loan
RENT,25000,12725,Good Loan
RENT,145000,10000,Good Loan
RENT,60000,5000,Good Loan
MORTGAGE,9600,3250,Good Loan
RENT,140000,3725,Good Loan
MORTGAGE,93218,12000,Good Loan
RENT,45000,6000,Good Loan
RENT,33600,14400,Good Loan
MORTGAGE,42000,16000,Good Loan
MORTGAGE,65000,8500,Good Loan
RENT,9600,2800,Good Loan
RENT,105000,11200,Bad Loan
RENT,70000,12000,Good Loan
MORTGAGE,54000,4000,Good Loan
RENT,42996,10000,Good Loan
RENT,42870,2000,Good Loan
RENT,157000,25000,Good Loan
MORTGAGE,80000,10000,Good Loan
MORTGAGE,81600,14000,Good Loan
RENT,150000,21000,Bad Loan
RENT,62069,20375,Good Loan
RENT,90000,25000,Good Loan
MORTGAGE,55000,6000,Good Loan
RENT,48000,8000,Good Loan
MORTGAGE,48000,25000,Good Loan
MORTGAGE,55000,9500,Good Loan
RENT,60000,6000,Good Loan
RENT,58576,8400,Bad Loan
MORTGAGE,81996,12000,Good Loan
RENT,54000,5100,Bad Loan
MORTGAGE,87600,15000,Good Loan
RENT,67500,20000,Good Loan
MORTGAGE,125000,10000,Good Loan
RENT,90000,15000,Good Loan
OWN,41000,14000,Bad Loan
RENT,101877,12500,Good Loan
RENT,49008,17000,Good Loan
RENT,59256,17600,Good Loan
MORTGAGE,60000,30000,Bad Loan
MORTGAGE,144000,7000,Good Loan
MORTGAGE,113713,21000,Good Loan
RENT,34560,1200,Bad Loan
RENT,75000,15000,Good Loan
RENT,26000,1250,Good Loan
RENT,30000,19075,Good Loan
RENT,51000,3200,Good Loan
RENT,37500,11000,Good Loan
RENT,50000,6000,Good Loan
MORTGAGE,315000,30000,Good Loan
RENT,43000,3800,Good Loan
MORTGAGE,40000,13225,Bad Loan
MORTGAGE,62000,5000,Good Loan
RENT,80000,8000,Good Loan
MORTGAGE,52000,16800,Bad Loan
RENT,54000,4850,Good Loan
RENT,70000,7000,Good Loan
MORTGAGE,45000,22000,Bad Loan
RENT,40000,8000,Good Loan
RENT,50004,25000,Good Loan
RENT,36000,20000,Bad Loan
MORTGAGE,72400,35000,Good Loan
RENT,68000,25000,Good Loan
RENT,24996,5300,Good Loan
MORTGAGE,62500,5000,Good Loan
RENT,58000,25000,Good Loan
MORTGAGE,67000,6800,Good Loan
RENT,67656,5100,Bad Loan
MORTGAGE,112000,16000,Good Loan
RENT,60000,12000,Good Loan
MORTGAGE,33000,3000,Good Loan
MORTGAGE,40000,2200,Good Loan
RENT,85000,28000,Good Loan
MORTGAGE,46800,6000,Good Loan
MORTGAGE,75000,30000,Bad Loan
RENT,96000,18000,Bad Loan
OWN,36000,8400,Good Loan
MORTGAGE,42500,7500,Good Loan
RENT,70000,10200,Good Loan
RENT,47000,6000,Good Loan
RENT,38000,3000,Good Loan
MORTGAGE,118000,5000,Good Loan
RENT,30000,7500,Good Loan
MORTGAGE,90000,17000,Good Loan
RENT,20520,5000,Good Loan
MORTGAGE,93996,29900,Good Loan
RENT,54000,8000,Bad Loan
OWN,139000,12000,Good Loan
RENT,19200,3675,Good Loan
MORTGAGE,119238,31000,Good Loan
MORTGAGE,84000,21000,Good Loan
MORTGAGE,48000,13000,Good Loan
RENT,48000,3000,Good Loan
RENT,56000,3200,Good Loan
MORTGAGE,72000,4500,Good Loan
RENT,55200,4000,Good Loan
MORTGAGE,57400,8475,Good Loan
MORTGAGE,24000,4000,Good Loan
MORTGAGE,120000,8400,Bad Loan
MORTGAGE,76000,13500,Good Loan
MORTGAGE,60000,7000,Good Loan
RENT,60000,3600,Good Loan
RENT,60000,20000,Good Loan
RENT,55000,18200,Good Loan
MORTGAGE,135000,33600,Good Loan
RENT,25000,7500,Bad Loan
RENT,9600,2000,Good Loan
MORTGAGE,60000,15000,Good Loan
RENT,55000,10000,Good Loan
MORTGAGE,37500,12050,Good Loan
RENT,158000,35000,Bad Loan
RENT,71000,11600,Good Loan
MORTGAGE,91000,11525,Good Loan
RENT,62000,15600,Good Loan
RENT,80000,12000,Good Loan
MORTGAGE,60852,14400,Good Loan
MORTGAGE,45000,8000,Good Loan
RENT,33000,12000,Good Loan
MORTGAGE,115000,28000,Good Loan
RENT,46000,5000,Bad Loan
MORTGAGE,39600,1500,Good Loan
MORTGAGE,53000,5025,Good Loan
MORTGAGE,107004,25000,Good Loan
MORTGAGE,60000,20000,Bad Loan
RENT,47004,5550,Good Loan
OWN,57240,15000,Good Loan
MORTGAGE,48000,6625,Good Loan
MORTGAGE,57396,20000,Good Loan
MORTGAGE,72000,4800,Good Loan
MORTGAGE,40000,3600,Good Loan
MORTGAGE,55550,22500,Good Loan
RENT,34482,7000,Good Loan
RENT,60000,24000,Good Loan
MORTGAGE,128000,4800,Good Loan
MORTGAGE,52302,16000,Bad Loan
RENT,34000,20000,Good Loan
RENT,37200,6000,Good Loan
MORTGAGE,80000,22000,Good Loan
MORTGAGE,60000,15000,Good Loan
MORTGAGE,89000,15000,Good Loan
RENT,24000,9600,Good Loan
MORTGAGE,42500,12600,Good Loan
MORTGAGE,60000,3250,Good Loan
MORTGAGE,56000,5975,Bad Loan
MORTGAGE,45000,14000,Good Loan
MORTGAGE,25344,4000,Bad Loan
RENT,68000,13000,Good Loan
RENT,110000,24000,Good Loan
MORTGAGE,70000,3000,Good Loan
MORTGAGE,38000,9600,Good Loan
MORTGAGE,110000,9000,Good Loan
MORTGAGE,140000,14000,Good Loan
RENT,65000,17000,Good Loan
MORTGAGE,63874,30000,Good Loan
MORTGAGE,102000,8700,Good Loan
RENT,24000,3000,Good Loan
MORTGAGE,48000,2000,Good Loan
MORTGAGE,51000,10000,Good Loan
MORTGAGE,50000,11000,Good Loan
RENT,51000,5600,Good Loan
RENT,82320,35000,Bad Loan
MORTGAGE,93996,14000,Good Loan
RENT,52000,12000,Good Loan
RENT,110000,4500,Good Loan
MORTGAGE,75000,17000,Good Loan
MORTGAGE,88500,5000,Good Loan
MORTGAGE,50000,12375,Good Loan
RENT,67200,26000,Good Loan
RENT,29004,9975,Good Loan
RENT,40000,8000,Bad Loan
MORTGAGE,56000,19125,Good Loan
MORTGAGE,36000,14500,Bad Loan
RENT,65000,32500,Good Loan
OWN,75000,29800,Good Loan
MORTGAGE,56500,12000,Good Loan
MORTGAGE,73096,25000,Good Loan
MORTGAGE,60000,4000,Bad Loan
MORTGAGE,72000,24000,Good Loan
RENT,150000,18000,Good Loan
RENT,97500,24000,Good Loan
MORTGAGE,81996,24575,Good Loan
RENT,43000,1200,Good Loan
RENT,65000,14000,Good Loan
OWN,62000,4800,Good Loan
RENT,105144,18000,Good Loan
RENT,115000,12000,Good Loan
RENT,70000,3500,Good Loan
MORTGAGE,250000,35000,Good Loan
RENT,45000,15000,Good Loan
RENT,150000,4100,Good Loan
MORTGAGE,96000,10000,Good Loan
RENT,52000,7000,Good Loan
RENT,45000,2800,Good Loan
MORTGAGE,27800,2600,Good Loan
MORTGAGE,63000,3600,Good Loan
MORTGAGE,91000,32350,Bad Loan
MORTGAGE,37000,7000,Good Loan
MORTGAGE,39660,4500,Bad Loan
MORTGAGE,36000,10000,Bad Loan
MORTGAGE,42000,12000,Good Loan
RENT,80004,10000,Bad Loan
MORTGAGE,95000,21000,Good Loan
RENT,18996,4500,Good Loan
MORTGAGE,69500,15000,Good Loan
MORTGAGE,90000,21000,Good Loan
MORTGAGE,130000,1600,Good Loan
MORTGAGE,75000,9000,Good Loan
RENT,61000,11200,Good Loan
RENT,120000,14000,Good Loan
MORTGAGE,85000,15000,Good Loan
MORTGAGE,215000,10200,Good Loan
MORTGAGE,48000,1400,Good Loan
RENT,25000,5325,Good Loan
MORTGAGE,38629,4800,Good Loan
RENT,38800,16425,Good Loan
RENT,53052,8000,Good Loan
MORTGAGE,83050,10000,Good Loan
OWN,34920,14400,Good Loan
MORTGAGE,59000,2000,Good Loan
RENT,34800,1000,Good Loan
MORTGAGE,52000,20000,Good Loan
RENT,53000,10000,Good Loan
MORTGAGE,84000,25000,Good Loan
MORTGAGE,190000,35000,Good Loan
MORTGAGE,33000,5000,Good Loan
RENT,72000,25000,Good Loan
RENT,40000,2600,Bad Loan
RENT,65000,10000,Good Loan
RENT,67000,28000,Good Loan
RENT,21600,5000,Good Loan
RENT,28800,7000,Good Loan
MORTGAGE,96660,25000,Good Loan
RENT,130000,15000,Good Loan
RENT,18000,6000,Good Loan
RENT,70000,13000,Good Loan
RENT,95000,4000,Good Loan
MORTGAGE,60000,35000,Good Loan
RENT,91800,22100,Good Loan
RENT,46000,9600,Good Loan
RENT,45000,4500,Bad Loan
MORTGAGE,36000,5600,Good Loan
MORTGAGE,82000,25000,Good Loan
OWN,127035,14000,Good Loan
RENT,65000,4000,Good Loan
MORTGAGE,69996,12800,Good Loan
OWN,20000,5650,Good Loan
RENT,52000,16000,Good Loan
MORTGAGE,180000,12000,Good Loan
RENT,96000,6000,Good Loan
MORTGAGE,68000,16000,Good Loan
MORTGAGE,20000,3625,Good Loan
RENT,130000,10000,Good Loan
RENT,75000,25000,Good Loan
MORTGAGE,124000,25000,Good Loan
RENT,78000,18000,Good Loan
MORTGAGE,100800,8000,Good Loan
MORTGAGE,151000,34000,Good Loan
MORTGAGE,71400,3000,Good Loan
RENT,29000,11000,Good Loan
RENT,54000,11200,Good Loan
RENT,54000,6800,Good Loan
MORTGAGE,72000,20000,Good Loan
MORTGAGE,22992,5000,Good Loan
RENT,50400,12000,Good Loan
OWN,40000,14000,Good Loan
MORTGAGE,67000,4200,Good Loan
MORTGAGE,74326,25000,Bad Loan
MORTGAGE,65304,1500,Good Loan
MORTGAGE,240000,10000,Good Loan
MORTGAGE,70000,20800,Good Loan
MORTGAGE,75000,5000,Good Loan
MORTGAGE,78000,13000,Bad Loan
MORTGAGE,40000,4000,Good Loan
MORTGAGE,55460,3000,Bad Loan
MORTGAGE,56000,14000,Good Loan
MORTGAGE,22000,8000,Good Loan
RENT,65000,18000,Good Loan
OWN,60000,10500,Good Loan
RENT,26400,10000,Good Loan
RENT,67000,3000,Good Loan
MORTGAGE,230000,8500,Good Loan
MORTGAGE,48000,4400,Good Loan
MORTGAGE,90000,6000,Good Loan
RENT,95000,25300,Bad Loan
MORTGAGE,48000,7000,Good Loan
MORTGAGE,55140,10000,Good Loan
RENT,18720,4000,Bad Loan
MORTGAGE,230000,35000,Good Loan
MORTGAGE,35000,7200,Good Loan
RENT,80400,15000,Good Loan
RENT,46000,5175,Good Loan
MORTGAGE,105000,12000,Good Loan
RENT,84500,14700,Good Loan
RENT,36000,7000,Good Loan
MORTGAGE,40800,11300,Bad Loan
MORTGAGE,70000,24000,Good Loan
MORTGAGE,50000,3600,Good Loan
RENT,60000,3600,Good Loan
RENT,42072,5000,Good Loan
MORTGAGE,100000,18400,Good Loan
RENT,50000,11100,Good Loan
MORTGAGE,63000,10000,Good Loan
MORTGAGE,54600,4800,Good Loan
RENT,62400,12000,Good Loan
RENT,67000,2400,Good Loan
MORTGAGE,350000,35000,Good Loan
MORTGAGE,40000,16000,Good Loan
RENT,225000,6000,Good Loan
RENT,90000,10000,Good Loan
RENT,32640,3500,Good Loan
RENT,54000,20000,Good Loan
MORTGAGE,110328,15600,Good Loan
MORTGAGE,78000,21000,Good Loan
MORTGAGE,45000,6000,Good Loan
MORTGAGE,61000,8500,Good Loan
MORTGAGE,56500,9800,Good Loan
MORTGAGE,36000,7000,Good Loan
RENT,58000,20500,Good Loan
OWN,75360,7000,Good Loan
RENT,36000,10000,Good Loan
MORTGAGE,130000,7000,Good Loan
MORTGAGE,90000,22000,Good Loan
MORTGAGE,49920,3325,Good Loan
RENT,45000,12000,Bad Loan
RENT,60000,4500,Bad Loan
RENT,18000,9175,Bad Loan
MORTGAGE,150000,30000,Good Loan
RENT,42000,4000,Bad Loan
RENT,62400,24000,Good Loan
OWN,57600,1500,Good Loan
RENT,70000,6000,Good Loan
MORTGAGE,56000,12800,Bad Loan
MORTGAGE,112000,12000,Good Loan
RENT,55000,5400,Good Loan
MORTGAGE,65000,10000,Good Loan
RENT,48000,9500,Good Loan
OWN,24000,8000,Good Loan
MORTGAGE,59000,7800,Good Loan
MORTGAGE,82000,3200,Good Loan
RENT,44000,20000,Good Loan
MORTGAGE,32000,1800,Good Loan
